github_url,architecture,continuous_integration,community,documentation,history,license,management,repository_size,unit_test,stars,class
https://github.com/mitchellzen/intrstmap,0.000000,0,1,0.000000,0.000000,0,0.000000,3,0.000000,0,notproject
https://github.com/rstoyanchev/dispatch-test,1.000000,0,1,0.074766,2.666667,1,0.000000,409,1.000000,1,notproject
https://github.com/jh9027/konqr,0.753623,0,1,0.337989,7.000000,1,0.000000,45549,0.000000,0,notproject
https://github.com/iKolt/sample,0.450000,0,1,0.398148,0.000000,0,0.000000,402,0.125000,0,notproject
https://github.com/hasenj/arabic-writer,0.857143,0,1,0.120805,16.200001,1,0.000000,786,0.000000,9,notproject
https://github.com/dhellmann/metering-prototype,0.555556,0,0,0.087167,0.000000,1,0.000000,493,0.000000,4,notproject
https://github.com/nskrypnik/Pyramid-file-storage-app,0.500000,0,3,0.045113,0.000000,0,0.000000,196,0.218182,2,notproject
https://github.com/JorisSpekreijse/boekhoud,0.000000,0,1,0.039662,2.142857,0,0.000000,1481,0.000000,1,notproject
https://github.com/henning1004/AddSomeFurniture_ReWrite,0.979167,0,1,0.050477,1.750000,0,0.000000,4176,0.000000,0,notproject
https://github.com/crodas/Haanga2,0.866667,0,0,0.356813,0.000000,0,0.000000,18466,0.031886,6,notproject
https://github.com/mikehamer/ardrone_tutorials,1.000000,0,1,0.241627,5.200000,0,0.200000,322,0.000000,24,notproject
https://github.com/kvm/BlueWhale,0.751592,0,2,0.114384,0.000000,1,0.000000,175177,0.000000,0,notproject
https://github.com/darrensemail/hw2_rottenpotatoes,0.360000,0,1,0.275064,0.000000,0,0.000000,564,0.000000,0,notproject
https://github.com/jefigo/Bootcamp,0.169811,0,1,0.313364,0.000000,0,0.000000,691,0.141264,1,notproject
https://github.com/makavellious/sample_app,0.346154,0,1,0.438338,0.000000,0,0.000000,423,0.375000,0,notproject
https://github.com/ekingery/Bar-Napkin,0.857143,0,1,0.430218,0.000000,1,0.000000,948,0.198642,1,notproject
https://github.com/gra/nikitina,0.169231,0,2,0.438048,0.000000,0,0.000000,1091,0.218750,2,notproject
https://github.com/Jim-Holmstroem/SQLightning,0.000000,0,1,0.271186,0.000000,0,0.000000,46,0.000000,0,notproject
https://github.com/WinSir/WinSir.Tools.Markdown.PhotosPost,0.666667,0,1,0.165768,0.000000,0,0.000000,597,0.000000,0,notproject
https://github.com/danlex/bstexample,0.500000,0,1,0.268437,0.000000,0,0.000000,250,0.000000,0,notproject
https://github.com/a1theredbull/FerrisWheel,1.000000,0,1,0.006914,0.000000,0,0.000000,1582,0.000000,0,notproject
https://github.com/benshope/w5d4,0.232143,0,0,0.311367,0.000000,0,0.000000,985,0.343182,0,notproject
https://github.com/pngisnotgif/python,0.457447,0,1,0.077556,25.500000,0,0.000000,3938,0.000000,1,notproject
https://github.com/Carlosmr/NaturalLanguageProccessing,1.000000,0,2,0.059406,0.000000,0,0.000000,97,0.000000,0,notproject
https://github.com/rewbs/ljcu.findbugs.ext,0.250000,0,0,0.138686,0.000000,0,0.000000,354,0.150838,4,notproject
https://github.com/pdonlon/Sudoku-Solver-2,1.000000,0,1,0.127027,0.000000,0,0.000000,323,0.000000,0,notproject
https://github.com/jerbio/My24HourTimerWPF,0.804348,0,1,0.002463,3.666667,1,0.000000,1137230,0.000000,0,notproject
https://github.com/richistron/slim-services,0.872340,0,1,0.422163,0.000000,0,0.000000,6469,0.605980,0,notproject
https://github.com/andreeasandu/wim,0.391304,0,1,0.492063,0.000000,0,0.000000,268,0.086420,0,notproject
https://github.com/Mehdi23/TpJava,0.818182,0,2,0.564910,0.000000,1,0.000000,5117,0.018204,0,notproject
https://github.com/nate-d-olson/MBWG,0.750000,0,1,0.221813,2.571429,0,0.000000,1232,0.000000,0,notproject
https://github.com/novoalg/demo_app,0.195652,0,1,0.293307,0.000000,0,0.000000,854,0.301170,0,notproject
https://github.com/loboweissmann/groovy-grails-na-pratica,0.850000,0,1,0.035948,0.000000,1,0.000000,619,0.127193,1,notproject
https://github.com/jataggart/seven-languages,0.600000,0,1,0.012987,1.333333,0,0.000000,155,0.000000,0,notproject
https://github.com/aangarita/invent,0.925926,0,1,0.193111,10.833333,1,0.000000,775,0.000000,0,notproject
https://github.com/garrettlord/MHacks_Pill_Delivery_Quad,0.901639,0,2,0.119548,0.000000,1,0.000000,61133,0.000000,1,notproject
https://github.com/liuhaodong/hw0-haodongl,0.500000,0,1,0.133333,0.000000,0,0.000000,68,0.000000,0,notproject
https://github.com/lukefx/AccessManager2,0.243902,0,1,0.415317,0.000000,0,0.000000,409,0.119149,0,notproject
https://github.com/ruedigergad/qca-qt5,0.000000,0,1,0.000000,0.000000,0,0.000000,78,0.000000,0,notproject
https://github.com/pulkitsinghal/TestJavaClientsForCouchDB,0.666667,0,2,0.067114,2.000000,1,0.000000,141,0.757895,0,notproject
https://github.com/triplethreatg/elec424-lab2,0.923186,0,2,0.435652,0.000000,1,0.000000,154452,0.000000,0,notproject
https://github.com/Yogendra0Sharma/Python-Design-Patterns,0.920000,0,1,0.162602,0.000000,0,0.000000,1032,0.000000,1,notproject
https://github.com/iso32/EncryptedMessage,0.750000,0,2,0.061765,0.000000,0,0.000000,638,0.000000,0,notproject
https://github.com/rohan1020/songsite,0.302326,0,1,0.217747,0.000000,0,0.000000,1566,0.211604,0,notproject
https://github.com/amarnatht/p2.amar15.biz,0.227273,0,1,0.186246,10.000000,0,0.000000,855,0.000000,0,notproject
https://github.com/rwieckowski/demo-dynamic-proxy,1.000000,0,1,0.000000,0.000000,0,0.000000,61,0.000000,0,notproject
https://github.com/philfromfmf/kovalevskiy,0.241379,0,1,0.200000,0.000000,0,0.000000,1506,0.077143,0,notproject
https://github.com/bilastom/demo_app,0.312500,0,1,0.350575,0.000000,0,0.000000,709,0.306962,0,notproject
https://github.com/numerodix/pybits,1.000000,0,1,0.110909,3.000000,1,0.000000,489,0.000000,3,notproject
https://github.com/jeconje/sms,0.859316,1,2,0.159505,103.000000,1,0.000000,125858,0.000000,0,notproject
https://github.com/kevin-ww/text.classfication,0.928251,0,2,0.352697,0.000000,1,0.000000,8799,0.228928,1,notproject
https://github.com/castoridae/naval-battle-sim,0.920000,0,3,0.173222,141.000000,1,0.000000,24342,0.000000,1,notproject
https://github.com/fazie/algorithms,0.500000,0,1,0.054054,0.000000,0,0.000000,37,0.000000,0,notproject
https://github.com/jw84/eddie,0.227273,0,1,0.326992,15.000000,0,0.000000,576,0.082437,0,notproject
https://github.com/reigner-yrastorza/htdigest-php-web-frontend,0.333333,0,1,0.123457,0.000000,1,0.000000,74,0.000000,0,notproject
https://github.com/hinedavid/dasesedus,0.906250,0,1,0.180368,0.000000,0,0.000000,3033,0.000000,0,notproject
https://github.com/UTAustin/php-site-spring2013,0.125000,0,2,0.000000,0.000000,0,0.000000,825,0.000000,0,notproject
https://github.com/knighthunter09/XPEDIA,0.600000,0,2,0.061662,2.000000,0,0.000000,383,0.000000,1,notproject
https://github.com/stanlemon/lemon-app,0.857143,0,1,0.083990,4.000000,1,0.000000,349,0.000000,0,notproject
https://github.com/neutrino-git/TelerikAcademy,0.714622,0,1,0.170773,96.125000,1,0.000000,608236,0.038972,1,notproject
https://github.com/drackows/poc-rmi,0.800000,0,1,0.029851,0.000000,0,0.000000,325,0.155405,0,notproject
https://github.com/mohitsehgal/MapsApp2,0.625000,0,1,0.475288,0.000000,0,0.000000,637,0.000000,0,notproject
https://github.com/torypayne/exercise4,1.000000,0,1,0.254743,0.000000,0,0.000000,275,0.665455,0,notproject
https://github.com/MZ992/Movie-rental-Store,0.555556,0,0,0.050109,0.000000,0,0.000000,872,0.000000,1,notproject
https://github.com/lmtreser/Python,0.333333,0,0,0.150000,0.000000,0,0.000000,18,0.000000,1,notproject
https://github.com/timbooker/Simple.Data.Linqpad.Tracelistener,0.500000,0,1,0.154839,0.000000,0,0.000000,134,0.000000,0,notproject
https://github.com/r-julien/txl-project,0.960630,0,1,0.310486,8.666667,1,0.000000,385219,0.220245,0,notproject
